date,open,high,low,close,volume,return
2013-02-08,77.13,79.24,77.03,79.14,613825,0.0
2013-02-11,79.02,79.37,78.23,78.39,483219,-0.0094768764215315
2013-02-12,78.3,79.36,78.08,78.79,268378,0.0051026916698559965
2013-02-13,78.96,79.19,77.94,79.04,594479,0.0031729914963827266
2013-02-14,78.87,80.53,78.47,79.17,477036,0.00164473684210531
2013-02-15,79.32,79.64,78.75,79.43,272179,0.003284072249589487
2013-02-19,79.64,79.98,79.48,79.98,387635,0.006924335893239375
2013-02-20,79.83,80.0,78.91,78.94,286573,-0.01300325081270326
2013-02-21,78.69,78.86,77.67,77.93,426095,-0.012794527489232266
2013-02-22,78.09,78.86,77.94,78.81,282688,0.011292185294494939
2013-02-25,79.31,79.37,77.0,77.06,430385,-0.022205303895444728
2013-02-26,77.06,77.92,76.67,77.78,216019,0.009343368803529595
2013-02-27,77.69,79.78,77.69,79.43,217422,0.02121367960915399
2013-02-28,79.43,80.78,79.43,80.27,437168,0.01057534936422
2013-03-01,79.72,79.99,78.995,79.66,313605,-0.007599352186370978
2013-03-04,79.27,79.71,77.58,79.65,409348,-0.00012553351744903907
2013-03-05,80.0,80.74,79.83,80.6,329723,0.011927181418706745
2013-03-06,81.07,82.04,80.8,81.83,500933,0.015260545905707357
2013-03-07,81.79,81.81,80.61,81.18,219486,-0.00794329707931063
2013-03-08,81.65,82.07,81.25,81.97,213113,0.009731460950973103
2013-03-11,81.59,82.38,81.58,82.33,229812,0.004391850677077036
2013-03-12,82.37,82.37,81.33,81.75,233742,-0.007044819628325039
2013-03-13,81.89,81.89,80.37,80.8,354114,-0.011620795107033621
2013-03-14,81.26,81.71,81.0,81.36,178196,0.006930693069306937
2013-03-15,81.06,81.93,80.53,81.23,548489,-0.0015978367748278322
2013-03-18,80.75,81.82,80.37,81.18,288409,-0.0006155361319709618
2013-03-19,81.54,81.99,80.82,81.4,235600,0.0027100271002709064
2013-03-20,82.0,82.5966,81.45,81.83,106327,0.005282555282555279
2013-03-21,81.44,81.99,81.063,81.24,220435,-0.0072100696566052
2013-03-22,81.46,81.81,81.14,81.59,149866,0.004308222550467811
2013-03-25,81.72,82.17,81.39,81.79,542725,0.0024512807942149717
2013-03-26,82.13,82.57,81.54,82.56,185568,0.009414353832986944
2013-03-27,81.83,82.33,81.15,81.69,307561,-0.010537790697674465
2013-03-28,81.69,82.84,81.35,82.7,204730,0.012363814420369712
2013-04-01,82.71,83.09,81.25,81.87,237469,-0.010036275695284091
2013-04-02,82.27,82.53,81.47,81.76,234292,-0.001343593501893281
2013-04-03,81.8,82.26,80.82,81.06,280009,-0.008561643835616528
2013-04-04,81.24,82.05,80.5,82.03,228513,0.011966444608931592
2013-04-05,81.05,81.71,80.45,81.6,245250,-0.005241984639765995
2013-04-08,81.63,82.53,81.41,82.48,137732,0.01078431372549038
2013-04-09,82.75,83.25,82.14,83.1,164997,0.007516973811833028
2013-04-10,83.22,84.72,82.88,84.68,404600,0.019013237063778776
2013-04-11,84.65,85.5,84.16,85.25,300073,0.006731223429381039
2013-04-12,84.89,85.42,84.19,84.87,176136,-0.004457478005865045
2013-04-15,84.42,84.95,81.66,81.66,326133,-0.037822552138565
2013-04-16,82.33,83.5,82.05,82.65,418362,0.012123438648053098
